question_id,clustering_method,model_type,model_version,num_clusters,variance
Exam2020-Q2,hierarchical,BERT,base,51,4.395476781659129
Exam2020-Q2,hierarchical,BERT,base,52,4.1296389509383635
Exam2020-Q2,hierarchical,BERT,base,53,4.1470444396945805
Exam2020-Q2,hierarchical,BERT,base,54,4.621693164051789
Exam2020-Q2,hierarchical,BERT,base,55,4.527264023174858
Exam2020-Q2,hierarchical,BERT,base,56,4.500837890487001
Exam2020-Q2,hierarchical,BERT,base,57,4.33474197052941
Exam2020-Q2,hierarchical,BERT,base,58,4.150868287958996
Exam2020-Q2,hierarchical,BERT,base,59,4.2422703681874
Exam2020-Q2,hierarchical,BERT,base,60,4.152604113162805
Exam2020-Q2,hierarchical,BERT,base,61,4.419276194660167
Exam2020-Q2,hierarchical,BERT,base,62,4.3525175763226285
Exam2020-Q2,hierarchical,BERT,base,63,4.286524964530042
Exam2020-Q2,hierarchical,BERT,base,64,4.0722340992120625
Exam2020-Q2,hierarchical,BERT,base,65,4.028777203827945
Exam2020-Q2,hierarchical,BERT,base,66,4.299288533702967
Exam2020-Q2,hierarchical,BERT,base,67,3.9366125854387435
Exam2020-Q2,hierarchical,BERT,base,68,3.890012935329001
Exam2020-Q2,hierarchical,BERT,base,69,4.000371292106781
Exam2020-Q2,hierarchical,BERT,base,70,3.9511934324900926
Exam2020-Q2,hierarchical,BERT,base,71,3.8874877561989734
Exam2020-Q2,hierarchical,BERT,base,72,3.8334948706962098
Exam2020-Q2,hierarchical,BERT,base,73,3.9445827248837584
Exam2020-Q2,hierarchical,BERT,base,74,3.7561424177907345
Exam2020-Q2,hierarchical,BERT,base,75,3.7136859800092497
Exam2020-Q2,hierarchical,BERT,base,76,3.6648216907986018
Exam2020-Q2,hierarchical,BERT,base,77,3.866875969911638
Exam2020-Q2,hierarchical,BERT,base,78,3.817559419862738
Exam2020-Q2,hierarchical,BERT,base,79,3.516071325940425
Exam2020-Q2,hierarchical,BERT,base,80,3.09712043436617
Exam2020-Q2,hierarchical,BERT,base,81,2.811970799373995
Exam2020-Q2,hierarchical,BERT,base,82,2.7846529796764994
Exam2020-Q2,hierarchical,BERT,base,83,2.7747728440252977
Exam2020-Q2,hierarchical,BERT,base,84,2.3845969768345205
Exam2020-Q2,hierarchical,BERT,base,85,2.3565428947541145
Exam2020-Q2,hierarchical,BERT,base,86,2.524063575491488
Exam2020-Q2,hierarchical,BERT,base,87,2.495051350485839
Exam2020-Q2,hierarchical,BERT,base,88,2.715447617485264
Exam2020-Q2,hierarchical,BERT,base,89,2.684936970097789
Exam2020-Q2,hierarchical,BERT,base,90,2.662717161378155
Exam2020-Q2,hierarchical,BERT,base,91,2.746423807424693
Exam2020-Q2,hierarchical,BERT,base,92,2.8350026581475984
Exam2020-Q2,hierarchical,BERT,base,93,2.899577066611739
Exam2020-Q2,hierarchical,BERT,base,94,3.12040365777766
Exam2020-Q2,hierarchical,BERT,base,95,3.022639053635106
Exam2020-Q2,hierarchical,BERT,base,96,3.1350978799100577
Exam2020-Q2,hierarchical,BERT,base,97,3.1231902741508994
Exam2020-Q2,hierarchical,BERT,base,98,3.1147313432012176
Exam2020-Q2,hierarchical,BERT,base,99,3.0968021979381306
Exam2020-Q2,hierarchical,GPT-2,finetuned,2,15.985439679914348
Exam2020-Q2,hierarchical,GPT-2,finetuned,3,21.97861556329993
Exam2020-Q2,hierarchical,GPT-2,finetuned,4,16.483961672474948
Exam2020-Q2,hierarchical,GPT-2,finetuned,5,20.385236154262138
Exam2020-Q2,hierarchical,GPT-2,finetuned,6,17.527524157162095
Exam2020-Q2,hierarchical,GPT-2,finetuned,7,20.979754911211128
Exam2020-Q2,hierarchical,GPT-2,finetuned,8,18.370240221013482
Exam2020-Q2,hierarchical,GPT-2,finetuned,9,15.88538426046177
Exam2020-Q2,hierarchical,GPT-2,finetuned,10,14.296845834415592
Exam2020-Q2,hierarchical,GPT-2,finetuned,11,11.556425892173328
Exam2020-Q2,hierarchical,GPT-2,finetuned,12,11.945394685368678
Exam2020-Q2,hierarchical,GPT-2,finetuned,13,9.876950280456246
Exam2020-Q2,hierarchical,GPT-2,finetuned,14,9.17145383185223
Exam2020-Q2,hierarchical,GPT-2,finetuned,15,10.263972332709459
Exam2020-Q2,hierarchical,GPT-2,finetuned,16,11.569319165380119
Exam2020-Q2,hierarchical,GPT-2,finetuned,17,9.306456255656474
Exam2020-Q2,hierarchical,GPT-2,finetuned,18,9.139208656972691
Exam2020-Q2,hierarchical,GPT-2,finetuned,19,8.659507937986882
Exam2020-Q2,hierarchical,GPT-2,finetuned,20,7.910035960159812
Exam2020-Q2,hierarchical,GPT-2,finetuned,21,6.1047961525331536
Exam2020-Q2,hierarchical,GPT-2,finetuned,22,5.827305418327101
Exam2020-Q2,hierarchical,GPT-2,finetuned,23,5.5693605046018195
Exam2020-Q2,hierarchical,GPT-2,finetuned,24,6.940509373562719
Exam2020-Q2,hierarchical,GPT-2,finetuned,25,6.66288899862021
Exam2020-Q2,hierarchical,GPT-2,finetuned,26,6.214316344827125
Exam2020-Q2,hierarchical,GPT-2,finetuned,27,6.977075846898894
Exam2020-Q2,hierarchical,GPT-2,finetuned,28,6.736569549873137
Exam2020-Q2,hierarchical,GPT-2,finetuned,29,7.287247336787307
Exam2020-Q2,hierarchical,GPT-2,finetuned,30,7.912618322236772
Exam2020-Q2,hierarchical,GPT-2,finetuned,31,7.660785667879951
Exam2020-Q2,hierarchical,GPT-2,finetuned,32,8.043945669188036
Exam2020-Q2,hierarchical,GPT-2,finetuned,33,8.804348905067794
Exam2020-Q2,hierarchical,GPT-2,finetuned,34,9.178619776121154
Exam2020-Q2,hierarchical,GPT-2,finetuned,35,9.517351102349995
Exam2020-Q2,hierarchical,GPT-2,finetuned,36,9.63889658609335
Exam2020-Q2,hierarchical,GPT-2,finetuned,37,9.673255326138936
Exam2020-Q2,hierarchical,GPT-2,finetuned,38,9.443097882818746
Exam2020-Q2,hierarchical,GPT-2,finetuned,39,9.56913729811544
Exam2020-Q2,hierarchical,GPT-2,finetuned,40,10.219220084066043
Exam2020-Q2,hierarchical,GPT-2,finetuned,41,9.974898643695342
Exam2020-Q2,hierarchical,GPT-2,finetuned,42,10.524906201148871
Exam2020-Q2,hierarchical,GPT-2,finetuned,43,10.285605365278851
Exam2020-Q2,hierarchical,GPT-2,finetuned,44,10.620970029269085
Exam2020-Q2,hierarchical,GPT-2,finetuned,45,10.552751168824807
Exam2020-Q2,hierarchical,GPT-2,finetuned,46,9.503509585518126
Exam2020-Q2,hierarchical,GPT-2,finetuned,47,9.347640595718234
Exam2020-Q2,hierarchical,GPT-2,finetuned,48,9.360263964340412
Exam2020-Q2,hierarchical,GPT-2,finetuned,49,9.152411762550509
Exam2020-Q2,hierarchical,GPT-2,finetuned,50,8.827870178417838
Exam2020-Q2,hierarchical,GPT-2,finetuned,51,8.590559571495115
Exam2020-Q2,hierarchical,GPT-2,finetuned,52,8.233048810504824
Exam2020-Q2,hierarchical,GPT-2,finetuned,53,7.889029021627375
Exam2020-Q2,hierarchical,GPT-2,finetuned,54,7.824852542153815
Exam2020-Q2,hierarchical,GPT-2,finetuned,55,7.703379208084813
Exam2020-Q2,hierarchical,GPT-2,finetuned,56,7.567584690967289
Exam2020-Q2,hierarchical,GPT-2,finetuned,57,7.636051571521371
Exam2020-Q2,hierarchical,GPT-2,finetuned,58,8.06779496099868
Exam2020-Q2,hierarchical,GPT-2,finetuned,59,8.35669390719956
Exam2020-Q2,hierarchical,GPT-2,finetuned,60,8.901700013891151
Exam2020-Q2,hierarchical,GPT-2,finetuned,61,8.701158646954985
Exam2020-Q2,hierarchical,GPT-2,finetuned,62,8.7891201043031
Exam2020-Q2,hierarchical,GPT-2,finetuned,63,8.490880102647495
Exam2020-Q2,hierarchical,GPT-2,finetuned,64,8.352430904866877
Exam2020-Q2,hierarchical,GPT-2,finetuned,65,8.226109206518961
Exam2020-Q2,hierarchical,GPT-2,finetuned,66,8.475210439964012
Exam2020-Q2,hierarchical,GPT-2,finetuned,67,8.761994531062916
Exam2020-Q2,hierarchical,GPT-2,finetuned,68,8.646507095453472
Exam2020-Q2,hierarchical,GPT-2,finetuned,69,8.606091983581235
Exam2020-Q2,hierarchical,GPT-2,finetuned,70,8.48057998309577
Exam2020-Q2,hierarchical,GPT-2,finetuned,71,8.72806206858847
Exam2020-Q2,hierarchical,GPT-2,finetuned,72,8.60545739798342
Exam2020-Q2,hierarchical,GPT-2,finetuned,73,8.242991089392321
Exam2020-Q2,hierarchical,GPT-2,finetuned,74,7.996464182778912
Exam2020-Q2,hierarchical,GPT-2,finetuned,75,7.356511327008526
Exam2020-Q2,hierarchical,GPT-2,finetuned,76,7.463057268156689
Exam2020-Q2,hierarchical,GPT-2,finetuned,77,7.705081630064543
Exam2020-Q2,hierarchical,GPT-2,finetuned,78,7.683305411423307
Exam2020-Q2,hierarchical,GPT-2,finetuned,79,7.881085076627584
Exam2020-Q2,hierarchical,GPT-2,finetuned,80,8.125358086756005
Exam2020-Q2,hierarchical,GPT-2,finetuned,81,8.366399041011242
Exam2020-Q2,hierarchical,GPT-2,finetuned,82,8.225285174786888
Exam2020-Q2,hierarchical,GPT-2,finetuned,83,8.509251554822027
Exam2020-Q2,hierarchical,GPT-2,finetuned,84,8.229379512502717
Exam2020-Q2,hierarchical,GPT-2,finetuned,85,8.014916224120332
Exam2020-Q2,hierarchical,GPT-2,finetuned,86,7.947284370065885
Exam2020-Q2,hierarchical,GPT-2,finetuned,87,7.869083620620975
Exam2020-Q2,hierarchical,GPT-2,finetuned,88,7.9531204330663465
Exam2020-Q2,hierarchical,GPT-2,finetuned,89,7.7756718188471865
Exam2020-Q2,hierarchical,GPT-2,finetuned,90,7.32033170986682
Exam2020-Q2,hierarchical,GPT-2,finetuned,91,7.261866526241909
Exam2020-Q2,hierarchical,GPT-2,finetuned,92,7.295249860708326
Exam2020-Q2,hierarchical,GPT-2,finetuned,93,7.222955879240272
Exam2020-Q2,hierarchical,GPT-2,finetuned,94,7.249574838102856
Exam2020-Q2,hierarchical,GPT-2,finetuned,95,7.350612890338085
Exam2020-Q2,hierarchical,GPT-2,finetuned,96,7.274044006063732
Exam2020-Q2,hierarchical,GPT-2,finetuned,97,6.992868294661013
Exam2020-Q2,hierarchical,GPT-2,finetuned,98,6.9536542086011
Exam2020-Q2,hierarchical,GPT-2,finetuned,99,6.883415277201089
Exam2020-Q2,hierarchical,BERT,finetuned,2,15.868327841512755
Exam2020-Q2,hierarchical,BERT,finetuned,3,10.57888522767517
Exam2020-Q2,hierarchical,BERT,finetuned,4,7.874257981764183
Exam2020-Q2,hierarchical,BERT,finetuned,5,6.299406385411347
Exam2020-Q2,hierarchical,BERT,finetuned,6,7.887516549154635
Exam2020-Q2,hierarchical,BERT,finetuned,7,6.713670498978169
Exam2020-Q2,hierarchical,BERT,finetuned,8,5.832133340061672
Exam2020-Q2,hierarchical,BERT,finetuned,9,5.13183354450846
Exam2020-Q2,hierarchical,BERT,finetuned,10,4.583822488137011
Exam2020-Q2,hierarchical,BERT,finetuned,11,4.134530442769229
Exam2020-Q2,hierarchical,BERT,finetuned,12,3.7592359816279344
Exam2020-Q2,hierarchical,BERT,finetuned,13,3.489622206342823
Exam2020-Q2,hierarchical,BERT,finetuned,14,3.2366306203307937
Exam2020-Q2,hierarchical,BERT,finetuned,15,2.9952438938530133
Exam2020-Q2,hierarchical,BERT,finetuned,16,4.659723665202019
Exam2020-Q2,hierarchical,BERT,finetuned,17,4.351996930449337
Exam2020-Q2,hierarchical,BERT,finetuned,18,5.343916179007816
Exam2020-Q2,hierarchical,BERT,finetuned,19,5.063689632608769
Exam2020-Q2,hierarchical,BERT,finetuned,20,4.8129702924373
Exam2020-Q2,hierarchical,BERT,finetuned,21,4.583781230892667
Exam2020-Q2,hierarchical,BERT,finetuned,22,5.982498037882833
Exam2020-Q2,hierarchical,BERT,finetuned,23,5.722389427540101
Exam2020-Q2,hierarchical,BERT,finetuned,24,6.2934570185439185
Exam2020-Q2,hierarchical,BERT,finetuned,25,6.817492193835785
Exam2020-Q2,hierarchical,BERT,finetuned,26,8.111921606360195
Exam2020-Q2,hierarchical,BERT,finetuned,27,8.361844027106116
Exam2020-Q2,hierarchical,BERT,finetuned,28,8.055097746376243
Exam2020-Q2,hierarchical,BERT,finetuned,29,7.558404816357199
Exam2020-Q2,hierarchical,BERT,finetuned,30,8.027143822449016
Exam2020-Q2,hierarchical,BERT,finetuned,31,8.278410310991193
Exam2020-Q2,hierarchical,BERT,finetuned,32,7.394709988772718
Exam2020-Q2,hierarchical,BERT,finetuned,33,7.519501566481456
Exam2020-Q2,hierarchical,BERT,finetuned,34,7.298339755702591
Exam2020-Q2,hierarchical,BERT,finetuned,35,6.772784524021759
Exam2020-Q2,hierarchical,BERT,finetuned,36,6.645423731544031
Exam2020-Q2,hierarchical,BERT,finetuned,37,6.458974648712504
Exam2020-Q2,hierarchical,BERT,finetuned,38,6.981424410866276
Exam2020-Q2,hierarchical,BERT,finetuned,39,7.2240671861463195
Exam2020-Q2,hierarchical,BERT,finetuned,40,7.255706437296411
Exam2020-Q2,hierarchical,BERT,finetuned,41,6.590933109557472
Exam2020-Q2,hierarchical,BERT,finetuned,42,6.4516189191066795
Exam2020-Q2,hierarchical,BERT,finetuned,43,5.836464990755361
Exam2020-Q2,hierarchical,BERT,finetuned,44,5.71681600424227
Exam2020-Q2,hierarchical,BERT,finetuned,45,5.864403638095235
Exam2020-Q2,hierarchical,BERT,finetuned,46,5.85318757283724
Exam2020-Q2,hierarchical,BERT,finetuned,47,5.090353794691767
Exam2020-Q2,hierarchical,BERT,finetuned,48,5.407850490252554
Exam2020-Q2,hierarchical,BERT,finetuned,49,5.196580427625096
Exam2020-Q2,hierarchical,BERT,finetuned,50,5.286785560739531
Exam2020-Q2,hierarchical,BERT,finetuned,51,5.182527183149673
Exam2020-Q2,hierarchical,BERT,finetuned,52,4.698247814242948
Exam2020-Q2,hierarchical,BERT,finetuned,53,4.936286231231622
Exam2020-Q2,hierarchical,BERT,finetuned,54,4.8243787808011644
Exam2020-Q2,hierarchical,BERT,finetuned,55,4.621573137176516
Exam2020-Q2,hierarchical,BERT,finetuned,56,4.003330759726936
Exam2020-Q2,hierarchical,BERT,finetuned,57,4.201710096741484
Exam2020-Q2,hierarchical,BERT,finetuned,58,4.133652473516595
Exam2020-Q2,hierarchical,BERT,finetuned,59,4.228770771428215
Exam2020-Q2,hierarchical,BERT,finetuned,60,4.430072749540428
Exam2020-Q2,hierarchical,BERT,finetuned,61,4.112458727769389
Exam2020-Q2,hierarchical,BERT,finetuned,62,4.165121880859314
Exam2020-Q2,hierarchical,BERT,finetuned,63,4.3794848879765125
Exam2020-Q2,hierarchical,BERT,finetuned,64,4.694694100808535
Exam2020-Q2,hierarchical,BERT,finetuned,65,4.622468037719173
Exam2020-Q2,hierarchical,BERT,finetuned,66,4.5926891668034
Exam2020-Q2,hierarchical,BERT,finetuned,67,4.5250944067860175
Exam2020-Q2,hierarchical,BERT,finetuned,68,4.383414181997019
Exam2020-Q2,hierarchical,BERT,finetuned,69,4.174958903997063
Exam2020-Q2,hierarchical,BERT,finetuned,70,4.428325924312509
Exam2020-Q2,hierarchical,BERT,finetuned,71,4.276801170187622
Exam2020-Q2,hierarchical,BERT,finetuned,72,4.254303300242682
Exam2020-Q2,hierarchical,BERT,finetuned,73,4.326025316894447
Exam2020-Q2,hierarchical,BERT,finetuned,74,4.484989253098022
Exam2020-Q2,hierarchical,BERT,finetuned,75,4.309719342552124
Exam2020-Q2,hierarchical,BERT,finetuned,76,3.911160376024686
Exam2020-Q2,hierarchical,BERT,finetuned,77,3.860366085426963
Exam2020-Q2,hierarchical,BERT,finetuned,78,3.9371422012682196
Exam2020-Q2,hierarchical,BERT,finetuned,79,3.8729036299447186
Exam2020-Q2,hierarchical,BERT,finetuned,80,3.6994923345704094
Exam2020-Q2,hierarchical,BERT,finetuned,81,3.406906009452256
Exam2020-Q2,hierarchical,BERT,finetuned,82,3.3698689673285958
Exam2020-Q2,hierarchical,BERT,finetuned,83,3.3298565018694224
Exam2020-Q2,hierarchical,BERT,finetuned,84,2.9330724958947862
Exam2020-Q2,hierarchical,BERT,finetuned,85,2.671235178122558
Exam2020-Q2,hierarchical,BERT,finetuned,86,2.7541589413414655
Exam2020-Q2,hierarchical,BERT,finetuned,87,2.8768478088642144
Exam2020-Q2,hierarchical,BERT,finetuned,88,2.8441563564907573
Exam2020-Q2,hierarchical,BERT,finetuned,89,2.8121995434964795
Exam2020-Q2,hierarchical,BERT,finetuned,90,2.669841770790963
Exam2020-Q2,hierarchical,BERT,finetuned,91,2.6364383606140063
Exam2020-Q2,hierarchical,BERT,finetuned,92,2.7524163142627076
Exam2020-Q2,hierarchical,BERT,finetuned,93,2.73722631047661
Exam2020-Q2,hierarchical,BERT,finetuned,94,2.9654030739393904
Exam2020-Q2,hierarchical,BERT,finetuned,95,2.9320615570677413
Exam2020-Q2,hierarchical,BERT,finetuned,96,3.066625476626697
Exam2020-Q2,hierarchical,BERT,finetuned,97,2.969753753995963
Exam2020-Q2,hierarchical,BERT,finetuned,98,3.0875318195576673
Exam2020-Q2,hierarchical,BERT,finetuned,99,3.103113633952922
Exam2022-Q2,hierarchical,GPT-2,base,2,15.97893409346725
Exam2022-Q2,hierarchical,GPT-2,base,3,17.573248842978558
Exam2022-Q2,hierarchical,GPT-2,base,4,19.429819639953855
Exam2022-Q2,hierarchical,GPT-2,base,5,15.658545332428698
Exam2022-Q2,hierarchical,GPT-2,base,6,15.781963225606797
Exam2022-Q2,hierarchical,GPT-2,base,7,13.51176747278518
Exam2022-Q2,hierarchical,GPT-2,base,8,15.657497372381474
Exam2022-Q2,hierarchical,GPT-2,base,9,13.8238767882621
Exam2022-Q2,hierarchical,GPT-2,base,10,12.427585866358623
Exam2022-Q2,hierarchical,GPT-2,base,11,9.025078060326022
Exam2022-Q2,hierarchical,GPT-2,base,12,9.639087470780089
Exam2022-Q2,hierarchical,GPT-2,base,13,7.628388434566234
Exam2022-Q2,hierarchical,GPT-2,base,14,9.706297178484785
Exam2022-Q2,hierarchical,GPT-2,base,15,9.01224179458492
Exam2022-Q2,hierarchical,GPT-2,base,16,10.086011135201666
Exam2022-Q2,hierarchical,GPT-2,base,17,11.712178427727743
Exam2022-Q2,hierarchical,GPT-2,base,18,10.824953887154699
Exam2022-Q2,hierarchical,GPT-2,base,19,10.26412659008982
Exam2022-Q2,hierarchical,GPT-2,base,20,11.353563008711934
Exam2022-Q2,hierarchical,GPT-2,base,21,10.812968575600125
Exam2022-Q2,hierarchical,GPT-2,base,22,11.531219046368467
Exam2022-Q2,hierarchical,GPT-2,base,23,10.31247039217853
Exam2022-Q2,hierarchical,GPT-2,base,24,10.89457174713741
Exam2022-Q2,hierarchical,GPT-2,base,25,10.84950395031221
Exam2022-Q2,hierarchical,GPT-2,base,26,11.066830721454048
Exam2022-Q2,hierarchical,GPT-2,base,27,11.615280286889321
Exam2022-Q2,hierarchical,GPT-2,base,28,12.294051286242595
Exam2022-Q2,hierarchical,GPT-2,base,29,12.667209152950033
Exam2022-Q2,hierarchical,GPT-2,base,30,12.78251213343205
Exam2022-Q2,hierarchical,GPT-2,base,31,12.93462108103091
Exam2022-Q2,hierarchical,GPT-2,base,32,11.971427177252103
Exam2022-Q2,hierarchical,GPT-2,base,33,12.429959981010118
Exam2022-Q2,hierarchical,GPT-2,base,34,12.107516606652537
Exam2022-Q2,hierarchical,GPT-2,base,35,11.451483246884232
Exam2022-Q2,hierarchical,GPT-2,base,36,11.017659835199773
Exam2022-Q2,hierarchical,GPT-2,base,37,11.396109282351013
Exam2022-Q2,hierarchical,GPT-2,base,38,11.093565029852769
Exam2022-Q2,hierarchical,GPT-2,base,39,11.712541989123718
Exam2022-Q2,hierarchical,GPT-2,base,40,11.824622854595024
Exam2022-Q2,hierarchical,GPT-2,base,41,11.133778394726853
Exam2022-Q2,hierarchical,GPT-2,base,42,10.475831290090499
Exam2022-Q2,hierarchical,GPT-2,base,43,9.650811957762812
Exam2022-Q2,hierarchical,GPT-2,base,44,10.039287170433683
Exam2022-Q2,hierarchical,GPT-2,base,45,9.970705450123882
Exam2022-Q2,hierarchical,GPT-2,base,46,10.457100194350442
Exam2022-Q2,hierarchical,GPT-2,base,47,11.24845091689559
Exam2022-Q2,hierarchical,GPT-2,base,48,11.020024881061735
Exam2022-Q2,hierarchical,GPT-2,base,49,10.817894035900306
Exam2022-Q2,hierarchical,GPT-2,base,50,10.2615361551823
Exam2022-Q2,hierarchical,GPT-2,base,51,10.447441996972598
Exam2022-Q2,hierarchical,GPT-2,base,52,10.518632885421194
Exam2022-Q2,hierarchical,GPT-2,base,53,10.347144981176424
Exam2022-Q2,hierarchical,GPT-2,base,54,10.592842138188193
Exam2022-Q2,hierarchical,GPT-2,base,55,10.422046690634605
Exam2022-Q2,hierarchical,GPT-2,base,56,9.941295856873277
Exam2022-Q2,hierarchical,GPT-2,base,57,10.219445471347273
Exam2022-Q2,hierarchical,GPT-2,base,58,10.581731251431444
Exam2022-Q2,hierarchical,GPT-2,base,59,10.792550802146053
Exam2022-Q2,hierarchical,GPT-2,base,60,11.205526362345413
Exam2022-Q2,hierarchical,GPT-2,base,61,11.500645995531467
Exam2022-Q2,hierarchical,GPT-2,base,62,11.840509941237526
Exam2022-Q2,hierarchical,GPT-2,base,63,12.039458579940964
Exam2022-Q2,hierarchical,GPT-2,base,64,12.043974510348667
Exam2022-Q2,hierarchical,GPT-2,base,65,12.217916077260067
Exam2022-Q2,hierarchical,GPT-2,base,66,11.78279613669552
Exam2022-Q2,hierarchical,GPT-2,base,67,11.856629866796942
Exam2022-Q2,hierarchical,GPT-2,base,68,11.972643786369852
Exam2022-Q2,hierarchical,GPT-2,base,69,11.99085284662303
Exam2022-Q2,hierarchical,GPT-2,base,70,12.185207658244053
Exam2022-Q2,hierarchical,GPT-2,base,71,12.300050664357299
Exam2022-Q2,hierarchical,GPT-2,base,72,12.193755847047646
Exam2022-Q2,hierarchical,GPT-2,base,73,12.048694293622207
Exam2022-Q2,hierarchical,GPT-2,base,74,12.103364953483597
Exam2022-Q2,hierarchical,GPT-2,base,75,12.371403176182431
Exam2022-Q2,hierarchical,GPT-2,base,76,12.451615551519474
Exam2022-Q2,hierarchical,GPT-2,base,77,12.404087356905494
Exam2022-Q2,hierarchical,GPT-2,base,78,12.499459218531282
Exam2022-Q2,hierarchical,GPT-2,base,79,12.323056243486313
Exam2022-Q2,hierarchical,GPT-2,base,80,11.90200382855657
Exam2022-Q2,hierarchical,GPT-2,base,81,11.77317520416516
Exam2022-Q2,hierarchical,GPT-2,base,82,11.901911285543154
Exam2022-Q2,hierarchical,GPT-2,base,83,11.766323164205673
Exam2022-Q2,hierarchical,GPT-2,base,84,11.565543851114656
Exam2022-Q2,hierarchical,GPT-2,base,85,11.474372729475165
Exam2022-Q2,hierarchical,GPT-2,base,86,11.335582492574597
Exam2022-Q2,hierarchical,GPT-2,base,87,11.318053999992292
Exam2022-Q2,hierarchical,GPT-2,base,88,11.473773923034695
Exam2022-Q2,hierarchical,GPT-2,base,89,11.34485511491071
Exam2022-Q2,hierarchical,GPT-2,base,90,11.224202537484507
Exam2022-Q2,hierarchical,GPT-2,base,91,11.349881351748277
Exam2022-Q2,hierarchical,GPT-2,base,92,11.568553919164456
Exam2022-Q2,hierarchical,GPT-2,base,93,11.387850507696639
Exam2022-Q2,hierarchical,GPT-2,base,94,11.504100147817221
Exam2022-Q2,hierarchical,GPT-2,base,95,11.587386998635534
Exam2022-Q2,hierarchical,GPT-2,base,96,11.735510472634774
Exam2022-Q2,hierarchical,GPT-2,base,97,11.449291254289106
Exam2022-Q2,hierarchical,GPT-2,base,98,11.221710211028624
Exam2022-Q2,hierarchical,GPT-2,base,99,11.43661780688458
Exam2022-Q2,hierarchical,BERT,base,2,15.860679494332041
Exam2022-Q2,hierarchical,BERT,base,3,10.573786329554695
Exam2022-Q2,hierarchical,BERT,base,4,7.904380100503937
Exam2022-Q2,hierarchical,BERT,base,5,6.302432072658439
Exam2022-Q2,hierarchical,BERT,base,6,5.234208358260354
Exam2022-Q2,hierarchical,BERT,base,7,6.390874162167161
Exam2022-Q2,hierarchical,BERT,base,8,5.578052382834249
Exam2022-Q2,hierarchical,BERT,base,9,4.953599473876366
Exam2022-Q2,hierarchical,BERT,base,10,3.9108139977282144
Exam2022-Q2,hierarchical,BERT,base,11,3.5586383632798513
Exam2022-Q2,hierarchical,BERT,base,12,5.6059844853439635
Exam2022-Q2,hierarchical,BERT,base,13,5.550840177003863
Exam2022-Q2,hierarchical,BERT,base,14,5.722978984502258
Exam2022-Q2,hierarchical,BERT,base,15,6.240637722276584
Exam2022-Q2,hierarchical,BERT,base,16,6.27809793028052
Exam2022-Q2,hierarchical,BERT,base,17,6.793403547847664
Exam2022-Q2,hierarchical,BERT,base,18,7.2194255889899575
Exam2022-Q2,hierarchical,BERT,base,19,8.425327358397041
Exam2022-Q2,hierarchical,BERT,base,20,7.996306772623941
Exam2022-Q2,hierarchical,BERT,base,21,8.740353420621407
Exam2022-Q2,hierarchical,BERT,base,22,8.372279333147606
Exam2022-Q2,hierarchical,BERT,base,23,7.713440355155658
Exam2022-Q2,hierarchical,BERT,base,24,7.392047007024171
Exam2022-Q2,hierarchical,BERT,base,25,6.984770522644414
Exam2022-Q2,hierarchical,BERT,base,26,6.715778556129471
Exam2022-Q2,hierarchical,BERT,base,27,6.170749720717269
Exam2022-Q2,hierarchical,BERT,base,28,6.586149908776645
Exam2022-Q2,hierarchical,BERT,base,29,7.486526473716065
Exam2022-Q2,hierarchical,BERT,base,30,7.238404896374705
Exam2022-Q2,hierarchical,BERT,base,31,6.8389384787821275
Exam2022-Q2,hierarchical,BERT,base,32,6.918735647071616
Exam2022-Q2,hierarchical,BERT,base,33,7.206155118166376
Exam2022-Q2,hierarchical,BERT,base,34,6.023621144102659
Exam2022-Q2,hierarchical,BERT,base,35,5.871949545833608
Exam2022-Q2,hierarchical,BERT,base,36,5.708839836227119
Exam2022-Q2,hierarchical,BERT,base,37,6.051577169384163
Exam2022-Q2,hierarchical,BERT,base,38,5.9792045737209625
Exam2022-Q2,hierarchical,BERT,base,39,6.021614460631003
Exam2022-Q2,hierarchical,BERT,base,40,5.671074099115228
Exam2022-Q2,hierarchical,BERT,base,41,5.724153732764129
Exam2022-Q2,hierarchical,BERT,base,42,6.251132667155538
Exam2022-Q2,hierarchical,BERT,base,43,6.68585097470821
Exam2022-Q2,hierarchical,BERT,base,44,6.783920890264258
Exam2022-Q2,hierarchical,BERT,base,45,6.670944870480609
Exam2022-Q2,hierarchical,BERT,base,46,7.154913091477057
Exam2022-Q2,hierarchical,BERT,base,47,6.807825659701028
Exam2022-Q2,hierarchical,BERT,base,48,6.712049725906355
Exam2022-Q2,hierarchical,BERT,base,49,6.621228118665521
Exam2022-Q2,hierarchical,BERT,base,50,6.457404116822257
Exam2022-Q2,hierarchical,BERT,base,51,6.629695982678311
Exam2022-Q2,hierarchical,BERT,base,52,6.807773307698634
Exam2022-Q2,hierarchical,BERT,base,53,6.670152619882575
Exam2022-Q2,hierarchical,BERT,base,54,6.544767806096045
Exam2022-Q2,hierarchical,BERT,base,55,7.000440557278687
Exam2022-Q2,hierarchical,BERT,base,56,6.723646975898711
Exam2022-Q2,hierarchical,BERT,base,57,6.614216733278601
Exam2022-Q2,hierarchical,BERT,base,58,6.563574689034795
Exam2022-Q2,hierarchical,BERT,base,59,6.4716290852856
Exam2022-Q2,hierarchical,BERT,base,60,6.363768600530839
Exam2022-Q2,hierarchical,BERT,base,61,6.1201002628172185
Exam2022-Q2,hierarchical,BERT,base,62,5.570523260245164
